sa2_name_2011,longitude,latitude,points,focal_longitude,focal_latitude,focal_dist,focal_angle,points1,focal_longitude1,focal_latitude1,focal_distance1,angle1,rownumber,hex_long,hex_lat,hex_id
Minto - St Andrews,150.84455419064176,-34.028131517314165,Sydney,151.1851798,-33.92001097,33685.50094620637,-110.84951152219081,Sydney,151.1851798,-33.92001097,33685.50094620637,-110.84951152219081,1059,149.8956391583563,-35.119767109680794,77549
Doonside - Woodcroft,150.87200808370488,-33.76495168667218,Sydney,151.1851798,-33.92001097,33704.30565323692,-59.11259664923712,Sydney,151.1851798,-33.92001097,33704.30565323692,-59.11259664923712,1060,149.1956391583563,-33.214511221355025,83024
Burpengary,152.95829222622223,-27.158408039523504,Brisbane,153.0350927,-27.45503091,33736.08711275931,-12.938618983042053,Brisbane,153.0350927,-27.45503091,33736.08711275931,-12.938618983042053,1061,153.09563915835628,-26.11310291032263,103461
Bertram - Wellard (West),115.83358038418491,-32.260568006851685,Perth,115.8399987,-31.95501463,33887.9513638592,-178.9789516524871,Perth,115.8399987,-31.95501463,33887.9513638592,-178.9789516524871,1062,115.39563915835629,-33.214511221355025,82855
Parklea - Kellyville Ridge,150.91783226222714,-33.7103345796237,Sydney,151.1851798,-33.92001097,33964.262553934204,-46.57667337916041,Sydney,151.1851798,-33.92001097,33964.262553934204,-46.57667337916041,1063,149.59563915835628,-32.52169089832748,85018
Humpty Doo,131.13096184050158,-12.560395134496396,Darwin,130.8500386,-12.42535398,33995.101337467444,116.18347148205206,Darwin,130.8500386,-12.42535398,33995.101337467444,116.18347148205206,1064,130.69563915835627,-12.949516772799157,141197
Dayboro,152.81336444686212,-27.218782499754347,Brisbane,153.0350927,-27.45503091,34157.753986443415,-39.767926514459845,Brisbane,153.0350927,-27.45503091,34157.753986443415,-39.767926514459845,1065,151.7956391583563,-26.979128314107065,100965
Walyunga National Park,116.07641527927004,-31.72193761936372,Perth,115.8399987,-31.95501463,34187.08524061367,40.68953782324609,Perth,115.8399987,-31.95501463,34187.08524061367,40.68953782324609,1066,116.99563915835628,-31.482460413786146,87843
Rockingham,115.7227717325282,-32.24886031665864,Perth,115.8399987,-31.95501463,34411.69975318453,-161.296445247442,Perth,115.8399987,-31.95501463,34411.69975318453,-161.296445247442,1067,114.99563915835628,-32.86810105984125,83849
Koolpinyah,131.15703462089098,-12.344205018845564,Darwin,130.8500386,-12.42535398,34570.54741142273,74.82389824194522,Darwin,130.8500386,-12.42535398,34570.54741142273,74.82389824194522,1068,130.3956391583563,-12.429901530528497,142690
Quakers Hill - Acacia Gardens,150.89341401671692,-33.72514905630014,Sydney,151.1851798,-33.92001097,34593.96208054247,-51.122278404574125,Sydney,151.1851798,-33.92001097,34593.96208054247,-51.122278404574125,1069,149.99563915835628,-32.1752807368137,86016
Mindarie - Quinns Rocks - Jindalee,115.69780067425911,-31.667566030494125,Perth,115.8399987,-31.95501463,34600.576221229,-22.763575343062765,Perth,115.8399987,-31.95501463,34600.576221229,-22.763575343062765,1070,114.7956391583563,-31.136050252272373,88828
Horsley Park - Kemps Creek,150.82038562692279,-33.84866919866401,Sydney,151.1851798,-33.92001097,34662.50366128123,-76.64251131331515,Sydney,151.1851798,-33.92001097,34662.50366128123,-76.64251131331515,1071,149.3956391583563,-32.52169089832748,85017
Seaford (Vic.),145.1384550728336,-38.1048366328274,Melbourne,144.9750162,-37.82003131,34722.048354869155,155.6057595918531,Melbourne,144.9750162,-37.82003131,34722.048354869155,155.6057595918531,1072,146.3956391583563,-38.75707380557543,67074
Ripley,152.81486473572042,-27.699608195379362,Brisbane,153.0350927,-27.45503091,34748.049292941585,-141.35416151953888,Brisbane,153.0350927,-27.45503091,34748.049292941585,-141.35416151953888,1073,151.99563915835628,-29.05758928318972,94990
Mount Warren Park,153.20552216424866,-27.731060271689266,Brisbane,153.0350927,-27.45503091,34910.38532365703,151.2727671875464,Brisbane,153.0350927,-27.45503091,34910.38532365703,151.2727671875464,1074,153.59563915835628,-29.05758928318972,94998
Carrum Downs,145.17581043780433,-38.09277043539176,Melbourne,144.9750162,-37.82003131,35040.81098099238,149.80350984015843,Melbourne,144.9750162,-37.82003131,35040.81098099238,149.80350984015843,1075,146.49563915835628,-38.583868724818544,67572
Sunbury - South,144.69697358093404,-37.592765130690026,Melbourne,144.9750162,-37.82003131,35177.02875193864,-43.98104525478041,Melbourne,144.9750162,-37.82003131,35177.02875193864,-43.98104525478041,1076,143.3956391583563,-37.37143315952033,71043
Rooty Hill - Minchinbury,150.84320066076333,-33.78004133877009,Sydney,151.1851798,-33.92001097,35252.07645037744,-63.66945885473369,Sydney,151.1851798,-33.92001097,35252.07645037744,-63.66945885473369,1077,149.49563915835628,-32.34848581757059,85515
Hampton Park - Lynbrook,145.26857969184712,-38.03856389209605,Melbourne,144.9750162,-37.82003131,35418.553598658815,133.25253277102115,Melbourne,144.9750162,-37.82003131,35418.553598658815,133.25253277102115,1078,146.3956391583563,-38.41066364406166,68070
Mount Dandenong - Olinda,145.37566947003768,-37.861867301787484,Melbourne,144.9750162,-37.82003131,35570.7211557544,97.40925422312554,Melbourne,144.9750162,-37.82003131,35570.7211557544,97.40925422312554,1079,146.49563915835628,-37.54463824027722,70560
Leichhardt - One Mile,152.71628376004605,-27.60558308863592,Brisbane,153.0350927,-27.45503091,35639.492358326854,-117.96306830493126,Brisbane,153.0350927,-27.45503091,35639.492358326854,-117.96306830493126,1080,151.69563915835627,-28.537974040919053,96482
Panton Hill - St Andrews,145.26475754088804,-37.595860101490686,Melbourne,144.9750162,-37.82003131,35662.80096758921,45.55016724000912,Melbourne,144.9750162,-37.82003131,35662.80096758921,45.55016724000912,1081,145.69563915835627,-36.50540775573589,73544
Butler - Merriwa - Ridgewood,115.71006261481082,-31.651992292917104,Perth,115.8399987,-31.95501463,35782.26677718964,-19.98856624940838,Perth,115.8399987,-31.95501463,35782.26677718964,-19.98856624940838,1082,115.69563915835627,-30.61643501000171,90326
Logan Village,153.10836171419442,-27.772167030022455,Brisbane,153.0350927,-27.45503091,35879.5080422251,168.41343062422135,Brisbane,153.0350927,-27.45503091,35879.5080422251,168.41343062422135,1083,153.49563915835628,-29.230794363946607,94499
Avalon - Palm Beach,151.32621300648876,-33.61873430793373,Sydney,151.1851798,-33.92001097,35880.1936627549,21.223758863401994,Sydney,151.1851798,-33.92001097,35880.1936627549,21.223758863401994,1084,151.7956391583563,-32.52169089832748,85029
Belgrave - Selby,145.3551330354728,-37.93874436270754,Melbourne,144.9750162,-37.82003131,35943.56304105975,111.47059999926016,Melbourne,144.9750162,-37.82003131,35943.56304105975,111.47059999926016,1085,143.7956391583563,-38.75707380557543,67061
Churchill - Yamanto,152.74232669505605,-27.64999761867174,Brisbane,153.0350927,-27.45503091,36095.05810535497,-126.84373138748305,Brisbane,153.0350927,-27.45503091,36095.05810535497,-126.84373138748305,1086,151.49563915835628,-28.537974040919053,96481
Sunbury,144.76758510800542,-37.539383177603206,Melbourne,144.9750162,-37.82003131,36126.2405030522,-30.262787655727244,Melbourne,144.9750162,-37.82003131,36126.2405030522,-30.262787655727244,1087,143.7956391583563,-36.678612836492775,73037
Glendenning Dean Park,150.85579484039778,-33.744174223627446,Sydney,151.1851798,-33.92001097,36194.40754084932,-57.18147567920635,Sydney,151.1851798,-33.92001097,36194.40754084932,-57.18147567920635,1088,149.09563915835628,-33.38771630211191,82525
Narre Warren North,145.33038930424402,-37.98625543328478,Melbourne,144.9750162,-37.82003131,36293.79705488209,120.55001580985581,Melbourne,144.9750162,-37.82003131,36293.79705488209,120.55001580985581,1089,145.99563915835628,-36.678612836492775,73048
Lynbrook - Lyndhurst,145.2531920300272,-38.0619802135036,Melbourne,144.9750162,-37.82003131,36319.825586925675,137.7149372690699,Melbourne,144.9750162,-37.82003131,36319.825586925675,137.7149372690699,1090,145.8956391583563,-39.27668904784609,65577
Burpengary - East,153.00179493411346,-27.12858955756875,Brisbane,153.0350927,-27.45503091,36322.37353433181,-5.171946773606178,Brisbane,153.0350927,-27.45503091,36322.37353433181,-5.171946773606178,1091,152.49563915835628,-26.11310291032263,103458
Morayfield,152.92153006747537,-27.143185125854643,Brisbane,153.0350927,-27.45503091,36337.8287019612,-17.905769167840628,Brisbane,153.0350927,-27.45503091,36337.8287019612,-17.905769167840628,1092,152.8956391583563,-26.11310291032263,103460
Narre Warren,145.3059233026425,-38.01795159953755,Melbourne,144.9750162,-37.82003131,36458.22479362334,127.06695293031126,Melbourne,144.9750162,-37.82003131,36458.22479362334,127.06695293031126,1093,146.2956391583563,-38.93027888633232,66575
Helensburgh,150.95321480422612,-34.186484684979376,Sydney,151.1851798,-33.92001097,36501.57640079742,-144.13496950958367,Sydney,151.1851798,-33.92001097,36501.57640079742,-144.13496950958367,1094,150.7956391583563,-35.29297219043768,77056
Wolffdene - Bahrs Scrub,153.1753033505822,-27.759842395234443,Brisbane,153.0350927,-27.45503091,36503.107249003944,157.79076906235042,Brisbane,153.0350927,-27.45503091,36503.107249003944,157.79076906235042,1095,153.69563915835627,-29.230794363946607,94500
Mount Evelyn,145.38815310441214,-37.78729245289995,Melbourne,144.9750162,-37.82003131,36564.47175906033,84.14608603970574,Melbourne,144.9750162,-37.82003131,36564.47175906033,84.14608603970574,1096,146.3956391583563,-37.025022998006555,72054
Lewiston - Two Wells,138.55730327233988,-34.60484844093625,Adelaide,138.6000048,-34.93498777,36832.60722840479,-6.052722813597842,Adelaide,138.6000048,-34.93498777,36832.60722840479,-6.052722813597842,1097,138.1956391583563,-33.90733154438257,80977
Claymore - Eagle Vale - Raby,150.80649829476505,-34.02455244891503,Sydney,151.1851798,-33.92001097,36867.018782750805,-108.30613612219113,Sydney,151.1851798,-33.92001097,36867.018782750805,-108.30613612219113,1098,149.59563915835628,-35.29297219043768,77050
Bullsbrook,116.02892190084957,-31.66309283161843,Perth,115.8399987,-31.95501463,36983.65417103364,28.759804986373545,Perth,115.8399987,-31.95501463,36983.65417103364,28.759804986373545,1099,116.19563915835629,-30.789640090758596,89831
Mundijong,115.97939702483174,-32.267634022576026,Perth,115.8399987,-31.95501463,37078.64009212791,159.27194564409433,Perth,115.8399987,-31.95501463,37078.64009212791,159.27194564409433,1100,116.89563915835629,-33.04130614059814,83360
Berowra - Brooklyn - Cowan,151.17694994859536,-33.58344552864107,Sydney,151.1851798,-33.92001097,37339.054838006865,-1.1624391149006295,Sydney,151.1851798,-33.92001097,37339.054838006865,-1.1624391149006295,1101,151.49563915835628,-32.34848581757059,85525
Whittlesea,145.10193673209344,-37.49794515800062,Melbourne,144.9750162,-37.82003131,37461.648355686244,17.287096978636804,Melbourne,144.9750162,-37.82003131,37461.648355686244,17.287096978636804,1102,144.99563915835628,-36.332202674979,74039
Rouse Hill - Beaumont Hills,150.92106939653098,-33.66302653227973,Sydney,151.1851798,-33.92001097,37560.08337004404,-40.42765225433359,Sydney,151.1851798,-33.92001097,37560.08337004404,-40.42765225433359,1103,150.59563915835628,-32.1752807368137,86019
Hassall Grove - Plumpton,150.83757880561325,-33.7435369511978,Sydney,151.1851798,-33.92001097,37662.60858064895,-58.470939791445815,Sydney,151.1851798,-33.92001097,37662.60858064895,-58.470939791445815,1104,149.7956391583563,-32.1752807368137,86015
Skye - Sandhurst,145.2150846740058,-38.1013772289748,Melbourne,144.9750162,-37.82003131,37686.77711003349,145.99506895659135,Melbourne,144.9750162,-37.82003131,37686.77711003349,145.99506895659135,1105,145.3956391583563,-39.44989412860298,65077
Greenbank,152.91209954675713,-27.777374930434018,Brisbane,153.0350927,-27.45503091,37726.885668391194,-161.29165222846783,Brisbane,153.0350927,-27.45503091,37726.885668391194,-161.29165222846783,1106,152.3956391583563,-29.05758928318972,94992
Erskine Park,150.7977513422457,-33.81300324534026,Sydney,151.1851798,-33.92001097,37762.345807935984,-71.4931614121846,Sydney,151.1851798,-33.92001097,37762.345807935984,-71.4931614121846,1107,149.2956391583563,-32.694895979084365,84518
Cooloongup,115.76105016524866,-32.29271102926551,Perth,115.8399987,-31.95501463,38180.84283515005,-168.77966647531386,Perth,115.8399987,-31.95501463,38180.84283515005,-168.77966647531386,1108,115.09563915835628,-33.04130614059814,83351
Wyndham Vale,144.5410174700552,-37.841494776077184,Melbourne,144.9750162,-37.82003131,38280.91221678883,-93.44980159149438,Melbourne,144.9750162,-37.82003131,38280.91221678883,-93.44980159149438,1109,143.49563915835628,-38.23745856330477,68553
Lilydale - Coldstream,145.38880425691036,-37.713767727888815,Melbourne,144.9750162,-37.82003131,38319.14297263089,71.87632245848707,Melbourne,144.9750162,-37.82003131,38319.14297263089,71.87632245848707,1110,144.09563915835628,-38.93027888633232,66564
Dodges Ferry - Lewisham,147.7610009008733,-42.81260624378302,Hobart,147.2950297,-42.85000853,38325.50237338193,83.59538008140356,Hobart,147.2950297,-42.85000853,38325.50237338193,83.59538008140356,1111,147.8956391583563,-42.394380501470074,56623
Frankston North,145.1580378097138,-38.133589599278565,Melbourne,144.9750162,-37.82003131,38339.066770575315,155.23642114542494,Melbourne,144.9750162,-37.82003131,38339.066770575315,155.23642114542494,1112,145.59563915835628,-39.44989412860298,65078
Campbelltown - Woodbine,150.8083939996982,-34.06482935627406,Sydney,151.1851798,-33.92001097,38339.88896160721,-114.76565687085315,Sydney,151.1851798,-33.92001097,38339.88896160721,-114.76565687085315,1113,149.7956391583563,-35.29297219043768,77051
Mount Druitt - Whalan,150.812845231728,-33.76496899637999,Sydney,151.1851798,-33.92001097,38514.1451051376,-63.26962873872381,Sydney,151.1851798,-33.92001097,38514.1451051376,-63.26962873872381,1114,148.99563915835628,-33.5609213828688,82027
Werribee,144.55495385158474,-37.91767513792536,Melbourne,144.9750162,-37.82003131,38517.03005031943,-106.27851154636505,Melbourne,144.9750162,-37.82003131,38517.03005031943,-106.27851154636505,1115,143.2956391583563,-37.54463824027722,70544
Cygnet,147.10868208582593,-43.16874500565322,Hobart,147.2950297,-42.85000853,38531.13328342753,-156.7888747144696,Hobart,147.2950297,-42.85000853,38531.13328342753,-156.7888747144696,1116,146.7956391583563,-43.260405905254515,54128
Melton South,144.5476281897461,-37.74013792367124,Melbourne,144.9750162,-37.82003131,38680.626455923506,-76.56234716088275,Melbourne,144.9750162,-37.82003131,38680.626455923506,-76.56234716088275,1117,143.49563915835628,-36.85181791724966,72537
Narre Warren South,145.30187325055803,-38.0543611575267,Melbourne,144.9750162,-37.82003131,38756.85274580783,132.17040970777194,Melbourne,144.9750162,-37.82003131,38756.85274580783,132.17040970777194,1118,146.49563915835628,-38.23745856330477,68568
Willunga,138.54235300451728,-35.281509154504285,Adelaide,138.6000048,-34.93498777,38801.73511024006,-172.23283503975125,Adelaide,138.6000048,-34.93498777,38801.73511024006,-172.23283503975125,1119,138.69563915835627,-36.158997594222114,74505
Gawler - South,138.76157600923216,-34.610408150077795,Adelaide,138.6000048,-34.93498777,38927.03621650771,22.193224041094616,Adelaide,138.6000048,-34.93498777,38927.03621650771,22.193224041094616,1120,139.3956391583563,-33.90733154438257,80983
Morayfield - East,152.9650387637899,-27.107559032669084,Brisbane,153.0350927,-27.45503091,39122.50238987092,-10.142677832722644,Brisbane,153.0350927,-27.45503091,39122.50238987092,-10.142677832722644,1121,153.2956391583563,-26.11310291032263,103462
Redland Islands,153.4290603845941,-27.413835951320944,Brisbane,153.0350927,-27.45503091,39218.52074046373,83.19000884970536,Brisbane,153.0350927,-27.45503091,39218.52074046373,83.19000884970536,1122,154.2956391583563,-27.152333394863952,100479
Bidwill - Hebersham - Emerton,150.81805833513536,-33.74071350218311,Sydney,151.1851798,-33.92001097,39375.308015756455,-59.44535256081284,Sydney,151.1851798,-33.92001097,39375.308015756455,-59.44535256081284,1123,149.59563915835628,-32.1752807368137,86014
Cranbourne West,145.24840495869563,-38.10181163539605,Melbourne,144.9750162,-37.82003131,39438.9281040576,142.50163204941748,Melbourne,144.9750162,-37.82003131,39438.9281040576,142.50163204941748,1124,146.59563915835628,-38.41066364406166,68071
St Clair,150.7846727293493,-33.797299552350836,Sydney,151.1851798,-33.92001097,39482.37226741303,-69.63644104140897,Sydney,151.1851798,-33.92001097,39482.37226741303,-69.63644104140897,1125,149.1956391583563,-32.86810105984125,84020
Ormeau - Yatala,153.2300820088609,-27.768050795046076,Brisbane,153.0350927,-27.45503091,39669.37281003078,151.05675724429244,Brisbane,153.0350927,-27.45503091,39669.37281003078,151.05675724429244,1126,153.7956391583563,-29.05758928318972,94999
Gidgegannup,116.18744969411678,-31.7544129329226,Perth,115.8399987,-31.95501463,39700.15719300319,55.70341319635997,Perth,115.8399987,-31.95501463,39700.15719300319,55.70341319635997,1127,116.89563915835629,-31.30925533302926,88340
Frankston,145.13960679090343,-38.154084901411046,Melbourne,144.9750162,-37.82003131,39798.23672511407,158.72677033798013,Melbourne,144.9750162,-37.82003131,39798.23672511407,158.72677033798013,1128,144.99563915835628,-39.44989412860298,65075
Weddell,131.1007497596016,-12.68855046889319,Darwin,130.8500386,-12.42535398,39876.27407121866,137.05667875303308,Darwin,130.8500386,-12.42535398,39876.27407121866,137.05667875303308,1129,131.49563915835628,-12.949516772799157,141201
Safety Bay - Shoalwater,115.72334710185125,-32.301253586671635,Perth,115.8399987,-31.95501463,39940.97562808647,-164.0446325475216,Perth,115.8399987,-31.95501463,39940.97562808647,-164.0446325475216,1130,115.49563915835628,-33.38771630211191,82357
Berwick - North,145.3488133395685,-38.02516648920098,Melbourne,144.9750162,-37.82003131,39982.58557681955,124.71088157412711,Melbourne,144.9750162,-37.82003131,39982.58557681955,124.71088157412711,1131,146.2956391583563,-37.891048401791,69563
Melton,144.5937670196247,-37.62150646413665,Melbourne,144.9750162,-37.82003131,40191.22965830376,-56.526293402933746,Melbourne,144.9750162,-37.82003131,40191.22965830376,-56.526293402933746,1132,143.3956391583563,-37.025022998006555,72039
Caboolture - South,152.9358442224442,-27.102520046717956,Brisbane,153.0350927,-27.45503091,40278.18633278364,-14.026227800663515,Brisbane,153.0350927,-27.45503091,40278.18633278364,-14.026227800663515,1133,152.2956391583563,-26.11310291032263,103457
Riverstone - Marsden Park,150.8457918469824,-33.692041954712145,Sydney,151.1851798,-33.92001097,40335.42992585013,-50.95420601849888,Sydney,151.1851798,-33.92001097,40335.42992585013,-50.95420601849888,1134,150.1956391583563,-32.1752807368137,86017
Cranbourne North,145.2989011758596,-38.077503285224864,Melbourne,144.9750162,-37.82003131,40337.51111467105,135.13144073776735,Melbourne,144.9750162,-37.82003131,40337.51111467105,135.13144073776735,1135,146.1956391583563,-39.103483967089204,66077
Upper Caboolture,152.8672905314494,-27.122781205062026,Brisbane,153.0350927,-27.45503091,40390.552754783894,-24.13400597021452,Brisbane,153.0350927,-27.45503091,40390.552754783894,-24.13400597021452,1136,151.99563915835628,-26.63271815259329,101962
Bradbury - Wedderburn,150.82205762573278,-34.12690234569297,Sydney,151.1851798,-33.92001097,40637.950844255625,-124.40453078513754,Sydney,151.1851798,-33.92001097,40637.950844255625,-124.40453078513754,1137,150.2956391583563,-35.119767109680794,77551
Rockingham Lakes,115.78073550893397,-32.31823893664791,Perth,115.8399987,-31.95501463,40664.0806365233,-172.1180471486044,Perth,115.8399987,-31.95501463,40664.0806365233,-172.1180471486044,1138,115.29563915835628,-33.38771630211191,82356
Derwent Valley,146.80738668531563,-42.77549184216453,Hobart,147.2950297,-42.85000853,40733.50572000695,-78.06749813114453,Hobart,147.2950297,-42.85000853,40733.50572000695,-78.06749813114453,1139,146.69563915835627,-42.740790662983855,55621
Waikiki,115.7545243482317,-32.3160776807922,Perth,115.8399987,-31.95501463,40842.299090954984,-168.64192751621061,Perth,115.8399987,-31.95501463,40842.299090954984,-168.64192751621061,1140,115.19563915835629,-33.214511221355025,82854
Aldinga,138.46836302959557,-35.289269973280085,Adelaide,138.6000048,-34.93498777,41096.42197814248,-163.05507801979348,Adelaide,138.6000048,-34.93498777,41096.42197814248,-163.05507801979348,1141,138.2956391583563,-36.158997594222114,74503
Badgerys Creek - Greendale,150.74053606563524,-33.915335073827706,Sydney,151.1851798,-33.92001097,41121.28756314543,-89.1499123048931,Sydney,151.1851798,-33.92001097,41121.28756314543,-89.1499123048931,1142,148.7956391583563,-33.90733154438257,81030
St Marys - Colyton,150.7806939609547,-33.764988492202754,Sydney,151.1851798,-33.92001097,41197.308729273595,-65.11702403682999,Sydney,151.1851798,-33.92001097,41197.308729273595,-65.11702403682999,1143,148.8956391583563,-33.734126463625685,81528
Cranbourne,145.2756954016235,-38.10690797853008,Melbourne,144.9750162,-37.82003131,41377.22560631115,140.3392861273867,Melbourne,144.9750162,-37.82003131,41377.22560631115,140.3392861273867,1144,146.3956391583563,-39.103483967089204,66078
Melton West,144.54259923317926,-37.66486898022977,Melbourne,144.9750162,-37.82003131,41823.103854610024,-65.46076829405001,Melbourne,144.9750162,-37.82003131,41823.103854610024,-65.46076829405001,1145,143.2956391583563,-37.891048401791,69548
Strathalbyn,138.86564365196026,-35.24230498218885,Adelaide,138.6000048,-34.93498777,41823.654032198916,144.65215320252437,Adelaide,138.6000048,-34.93498777,41823.654032198916,144.65215320252437,1146,139.2956391583563,-35.46617727119457,76500
Frankston South,145.12954586600762,-38.17646673154361,Melbourne,144.9750162,-37.82003131,41826.71747385551,161.08998025202774,Melbourne,144.9750162,-37.82003131,41826.71747385551,161.08998025202774,1147,145.1956391583563,-39.44989412860298,65076
Malmalling - Reservoir,116.28583677755252,-31.965246773497068,Perth,115.8399987,-31.95501463,42162.24908773402,91.43151365971504,Perth,115.8399987,-31.95501463,42162.24908773402,91.43151365971504,1148,117.19563915835629,-31.828870575299923,86848
Galston - Laughtondale,151.07861219066513,-33.5494798186564,Sydney,151.1851798,-33.92001097,42268.45813337624,-13.421714127301636,Sydney,151.1851798,-33.92001097,42268.45813337624,-13.421714127301636,1149,151.2956391583563,-32.34848581757059,85524
Lethbridge Park - Tregear,150.78804046703385,-33.731900206295414,Sydney,151.1851798,-33.92001097,42272.612443597965,-60.19878204436848,Sydney,151.1851798,-33.92001097,42272.612443597965,-60.19878204436848,1150,148.8956391583563,-33.38771630211191,82524
Berwick - South,145.3479045122273,-38.0611609586383,Melbourne,144.9750162,-37.82003131,42317.098463859926,129.235344064476,Melbourne,144.9750162,-37.82003131,42317.098463859926,129.235344064476,1151,146.59563915835628,-38.06425348254788,69067
Lyndoch,138.8811340404607,-34.631299754655615,Adelaide,138.6000048,-34.93498777,42392.59717840639,37.165895748772016,Adelaide,138.6000048,-34.93498777,42392.59717840639,37.165895748772016,1152,139.69563915835627,-34.42694678665324,79490
Langwarrin,145.19591026330195,-38.16261162185903,Melbourne,144.9750162,-37.82003131,42689.98998356526,152.9938454811202,Melbourne,144.9750162,-37.82003131,42689.98998356526,152.9938454811202,1153,145.2956391583563,-39.62309920935987,64578
Gawler - North,138.71502313774351,-34.56158401718374,Adelaide,138.6000048,-34.93498777,42741.92846197609,14.170242329519201,Adelaide,138.6000048,-34.93498777,42741.92846197609,14.170242329519201,1154,139.09563915835628,-33.734126463625685,81479
Cobbitty - Leppington,150.72864506560884,-33.98311695902072,Sydney,151.1851798,-33.92001097,42777.4876334132,-99.33321167730271,Sydney,151.1851798,-33.92001097,42777.4876334132,-99.33321167730271,1155,148.99563915835628,-33.214511221355025,83023
Mount Annan - Currans Hill,150.75310304701412,-34.05913364347455,Sydney,151.1851798,-33.92001097,42801.05959418638,-111.1021943832001,Sydney,151.1851798,-33.92001097,42801.05959418638,-111.1021943832001,1156,148.7956391583563,-33.5609213828688,82026
Monbulk - Silvan,145.45873383626977,-37.86409595209659,Melbourne,144.9750162,-37.82003131,42857.15923332505,96.43180992671905,Melbourne,144.9750162,-37.82003131,42857.15923332505,96.43180992671905,1157,146.1956391583563,-36.678612836492775,73049
Mount Eliza,145.09289122008477,-38.19500525226265,Melbourne,144.9750162,-37.82003131,42889.09276697209,166.05207657446095,Melbourne,144.9750162,-37.82003131,42889.09276697209,166.05207657446095,1158,144.7956391583563,-39.44989412860298,65074
Ashendon - Lesley,116.20752559966314,-32.18498179788015,Perth,115.8399987,-31.95501463,43064.409225018186,126.34425825971219,Perth,115.8399987,-31.95501463,43064.409225018186,126.34425825971219,1159,117.19563915835629,-32.1752807368137,85852
Warnbro,115.75651189287859,-32.337956682051036,Perth,115.8399987,-31.95501463,43188.6397137312,-169.51923448544468,Perth,115.8399987,-31.95501463,43188.6397137312,-169.51923448544468,1160,114.99563915835628,-33.214511221355025,82853
Beachmere - Sandstone Point,153.06380968408894,-27.064508461722564,Brisbane,153.0350927,-27.45503091,43366.3556570243,3.7334169972520095,Brisbane,153.0350927,-27.45503091,43366.3556570243,3.7334169972520095,1161,153.49563915835628,-26.11310291032263,103463
Namadgi,148.93830072237245,-35.642930912378326,Canberra,149.1290262,-35.28302855,43522.404597970024,-156.59821686431368,Canberra,149.1290262,-35.28302855,43522.404597970024,-156.59821686431368,1162,148.1956391583563,-35.98579251346523,75051
Wandin - Seville,145.46395943154891,-37.76061051633913,Melbourne,144.9750162,-37.82003131,43569.24636215531,81.10756964260014,Melbourne,144.9750162,-37.82003131,43569.24636215531,81.10756964260014,1163,146.49563915835628,-36.85181791724966,72552
Caboolture,152.97148743833677,-27.063260824602047,Brisbane,153.0350927,-27.45503091,43865.8179568169,-8.1978555908349,Brisbane,153.0350927,-27.45503091,43865.8179568169,-8.1978555908349,1164,153.3956391583563,-25.939897829565737,103961
Rosemeadow - Glen Alpine,150.77444080861744,-34.12035150683146,Sydney,151.1851798,-33.92001097,43966.58205527658,-120.36094998873212,Sydney,151.1851798,-33.92001097,43966.58205527658,-120.36094998873212,1165,149.99563915835628,-35.29297219043768,77052
Jacobs Well - Alberton,153.33856924875892,-27.748163454521556,Brisbane,153.0350927,-27.45503091,44189.66224148241,137.39438680398894,Brisbane,153.0350927,-27.45503091,44189.66224148241,137.39438680398894,1166,154.3956391583563,-28.018358798648393,97990
Jimboomba,153.04372183597107,-27.855013579181033,Brisbane,153.0350927,-27.45503091,44331.97945864567,178.90325481703675,Brisbane,153.0350927,-27.45503091,44331.97945864567,178.90325481703675,1167,153.8956391583563,-29.230794363946607,94501
Elderslie - Harrington Park,150.72492045687852,-34.03812468663988,Sydney,151.1851798,-33.92001097,44503.65632933882,-107.06694467021663,Sydney,151.1851798,-33.92001097,44503.65632933882,-107.06694467021663,1168,148.69563915835627,-33.734126463625685,81527
Kingswood - Werrington,150.74029244068805,-33.76593136885593,Sydney,151.1851798,-33.92001097,44582.28030367599,-67.2408222303126,Sydney,151.1851798,-33.92001097,44582.28030367599,-67.2408222303126,1169,149.09563915835628,-33.04130614059814,83521
Umina - Booker Bay - Patonga,151.298096059685,-33.52903572347006,Sydney,151.1851798,-33.92001097,44611.014597719484,13.475538258714352,Sydney,151.1851798,-33.92001097,44611.014597719484,13.475538258714352,1170,152.09563915835628,-32.694895979084365,84532
Yanchep,115.74558363694264,-31.5607818014615,Perth,115.8399987,-31.95501463,44619.50494725053,-11.485174441005196,Perth,115.8399987,-31.95501463,44619.50494725053,-11.485174441005196,1171,115.19563915835629,-30.789640090758596,89826
Cranbourne East,145.34221359851,-38.10444934909162,Melbourne,144.9750162,-37.82003131,45142.770475544145,134.3791625822013,Melbourne,144.9750162,-37.82003131,45142.770475544145,134.3791625822013,1172,146.69563915835627,-38.23745856330477,68569
Pitt Town - McGraths Hill,150.88044966103348,-33.60240139214044,Sydney,151.1851798,-33.92001097,45144.80751004261,-38.49298004886666,Sydney,151.1851798,-33.92001097,45144.80751004261,-38.49298004886666,1173,150.3956391583563,-32.1752807368137,86018
Beaconsfield - Officer,145.40311489719346,-38.04691999398999,Melbourne,144.9750162,-37.82003131,45283.600342415506,123.76778689538017,Melbourne,144.9750162,-37.82003131,45283.600342415506,123.76778689538017,1174,146.49563915835628,-37.891048401791,69564
